Date,AAPL,MSFT,GOOGL,AMZN,JPM,XOM
2021-08-16,0.0015239472057770875,0.004225656258746158,0.013548243182387676,0.005975664088454513,-0.006563121416611306,-0.014620636239200291
2021-08-17,-0.01728702615047184,-0.011915301123636035,-0.006153802515786677,-0.005159435839507953,-0.012080853686241788,-0.006792776008901491
2021-08-18,-0.012566487390164305,-0.008872177029461303,-0.02550123765212331,-0.006119077063893252,-0.009107478354953291,-0.02105825142965634
2021-08-19,-0.0042078187123096855,0.0017054666194631363,0.002322990487101162,0.02077522636268725,-0.008356139763748271,-0.030520479952491186
2021-08-20,0.003827154714335368,0.01289436723509163,0.010156818357774045,0.025575440185299447,0.0028521900452773696,0.0001897970713009567
2021-08-23,0.02060035500127988,0.019006053149292157,0.010257279160187371,0.0009526950811589163,0.012797290106593362,0.041144923669129474
2021-08-24,0.012220318769066596,0.008711573168310727,-0.0006015829248675608,-0.006663247479651968,0.0061901164936797315,0.008195534780768954
2021-08-25,-0.0019965141547840792,0.005787163166507181,-0.008421166215460518,-0.0020158757160861906,0.02061272703682926,0.0018062531061417975
2021-08-26,0.005098257262930783,-0.0044936593722983975,-0.0055270989816370575,-0.009668341216359289,0.005157800342900476,-0.013523328327679107
2021-08-27,0.01014175672465778,0.018124015357029233,0.007184467460640498,0.0021062030161955736,0.008037179774047276,0.019374948664958813
2021-08-30,0.021476998866989616,0.004072800058324777,0.030417220201673922,0.01291213658241741,-0.01600739075129476,-0.010937702702637053
2021-08-31,0.01438520002272603,0.0007399444477389494,-0.00842463477719646,-0.005632711144862523,-0.003053950320036969,-0.011602720783658538
2021-09-01,0.0023654092095504176,0.0035799597576351427,0.0044787025930046465,-0.00016569421196266365,-0.0014379751718197609,-0.013756406884540384
2021-09-02,-0.004564478889317991,-0.013280333274074518,0.007474817496796682,-0.0022527001012941916,0.004632809943061922,0.02436311451423956
2021-09-03,0.004311086264728647,0.0031580629014793526,0.0042303685050189,-3.319808888613274e-05,-0.006045066751788064,-0.0038126519302723594
2021-09-07,0.008982024369138308,0.0037636083002867693,0.015489368915738044,-0.0031877547049841137,-0.0017553545360790013,-0.005832104336368826
2021-09-08,0.004619174430729789,-0.004085694489108449,-0.010083640793671966,9.970461845965062e-05,-0.004459532934550592,-0.009165784460257287
2021-09-09,-0.011726004336084506,-0.0010439069804315526,-0.006704737875581346,-0.009859835413917883,0.0043532815278795045,0.0007400625690021645
2021-09-10,-0.004308001431212238,-0.018566085765539753,-0.033102055023469634,-0.0051808652862913585,-0.01149561132847865,-0.0020336044026583178
2021-09-13,-0.0034532897607970625,0.010338964844678333,0.0038935366199952526,0.004328709753415705,0.015886753829710942,0.025750292326031765
2021-09-14,-0.002073980962099431,0.001489089563632362,-0.009561982374854616,0.009427806321951948,-0.01745255935246115,-0.01426772807525123
2021-09-15,0.007475391332653958,0.013224314517792601,0.006143672088512631,0.016778630069346434,0.006939467341138039,0.03371197361811218
2021-09-16,0.0035819053548502566,-0.005674185811998744,-0.0016105963657396805,0.0013120395796351048,-0.00044258358165794043,-0.010634548442331582
2021-09-17,-0.007373319866162298,-0.01956671647245123,-0.018348024832871457,-0.01752840777927467,-0.00259323555795421,-0.01182363018893895
2021-09-20,-0.03084174438431353,-0.01477624941137834,-0.02136082990991739,-0.01857461014126993,-0.029934181341989108,-0.026649856018088558
2021-09-21,-0.0036057473697842513,0.002259849889326926,0.003427601682433945,0.0016988634341568165,0.00013046059259180787,-0.0009311759212543569
2021-09-22,0.01089234819407503,0.008994216074216022,0.01687255864461079,0.012822198127712348,0.01915316347711027,0.029269122727016983
2021-09-23,0.01063594079605279,0.006647233225653526,0.006719287715171829,0.0032823737518099527,0.03380123289464043,0.03387093911150951
2021-09-24,0.0027868730462519142,0.007074484686084848,0.0006129566223180838,-0.0007008603153076942,0.011540254854178755,0.008934615024613457
2021-09-27,-0.005756835077931344,-0.008037313415064196,-0.010550067620311299,-0.017303935575291418,0.02416586979228086,0.029692722815012562
2021-09-28,-0.0263784679831095,-0.03715819505272511,-0.02380113747586854,-0.036204043381843465,-0.005389923648185135,0.01045522071032523
2021-09-29,-0.004475351789266391,-0.010870269856143477,0.006482962875424603,0.001693380669332667,-0.0007827739747956475,-0.0006674877610285401
2021-09-30,-0.0048710792439015105,-0.005042851404085558,-0.009312079811004792,-0.007324087841669935,-0.01361872468358416,-0.017702050479217357
2021-10-01,-0.0005418778291703674,0.021447581012000727,0.008127518670639322,0.02546808324762284,0.021015538515317456,0.03587205099471391
2021-10-04,-0.028471678341373097,-0.021117874611379372,-0.02460557223295201,-0.02071956324582158,-0.001077182823926215,0.012965692843741605
2021-10-05,0.00978753803838428,0.017682654344591153,0.014158265402517412,0.01995706326162261,0.01633011777269222,-0.001620126121194998
2021-10-06,0.012732016728672857,0.011336626660102711,0.006306968396865509,0.015064322636360261,0.002134672934189785,-0.01833813773725601
2021-10-07,0.012391203105561077,0.01206706951405967,0.009084807696714492,0.005936432613736775,0.006330681845686081,0.002810315045567169
2021-10-08,-0.004181805261295635,0.0040258490245801415,-0.0027220200856521437,0.0,0.0007642888824010985,0.025057638703845253
2021-10-11,-0.01286860335091844,-0.00623459261172199,-0.000629814059797007,-0.0021025834230354867,-0.021031631107874427,-0.00997096543997622
2021-10-12,0.0003172745113595443,-0.017744861063767492,-0.009102950051206649,-0.004588657723499812,-0.0076811605115713055,-0.005198229831659074
2021-10-13,0.011378601203982708,0.008303619527907369,-0.004239966189052757,0.011711513137076857,-0.026366871192683106,-0.0027760451412093268
2021-10-14,0.004743759227551214,0.02594086866698153,0.020225400949769545,0.02173393083398345,0.015341795639522537,0.015228480076791673
2021-10-15,0.03308023939004423,0.0015372168990686053,0.007512558201486774,0.004822459256084599,0.019208364457365068,0.009516092364202589
